bodyPart,equipment,level,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
waist,cable,Principiante,0223,crujido lateral del cable,abs,obliques,,Conecte un mango de cable a una polea baja y párese de lado a la máquina.,Sujete el mango con la mano más alejada de la máquina y coloque la otra mano en la cadera.,Mantenga los pies separados al ancho de los hombros y las rodillas ligeramente dobladas.,"Con los abdominales contraídos, inclínese hacia un lado desde la cintura, llevando el codo hacia la cadera.",Haz una pausa por un momento en la parte inferior y luego regresa lentamente a la posición inicial.,Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de lado.,,,,,,,,,
back,cable,Principiante,1717,Remo en sentadilla con cable (con accesorio de cuerda),lats,biceps,rhomboids,Conecte una cuerda a una máquina de cable a la altura de la cintura.,Párese frente a la máquina de cable con los pies separados al ancho de los hombros.,"Dobla las rodillas y baja el cuerpo hasta una posición de sentadilla, manteniendo la espalda recta y el pecho hacia arriba.","Sujete la cuerda con un agarre por encima de la mano, con las manos separadas al ancho de los hombros.","Contraiga el centro del cuerpo y tire de la cuerda hacia el cuerpo, apretando los omóplatos.",Mantenga los codos cerca del cuerpo y continúe tirando hasta que sus manos lleguen al pecho.,rear deltoids,"Haz una pausa por un momento en la parte superior del movimiento, luego suelta lentamente la cuerda y extiende los brazos hacia atrás hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,
upper arms,cable,Principiante,1644,curl con sentadilla con cable,biceps,forearms,,Coloque un mango de cable en la configuración más baja de una máquina de cable.,Párese frente a la máquina con los pies separados al ancho de los hombros.,"Sujete el mango del cable con un agarre supino, con las palmas hacia arriba y los brazos completamente extendidos.","Baje el cuerpo a una posición de sentadilla, manteniendo la espalda recta y las rodillas detrás de los dedos de los pies.","Mientras te pones en cuclillas, gira el mango del cable hacia los hombros, manteniendo los codos cerca de los costados.","Haz una pausa por un momento en la parte superior del curl, apretando los bíceps.",,"Baje lentamente el mango del cable hasta la posición inicial, extendiendo completamente los brazos.",Repita el número de repeticiones deseado.,,,,,,
lower arms,cable,Principiante,0224,curl de muñeca hacia atrás con polea,forearms,biceps,brachialis,Párese frente a una máquina de cable con los pies separados al ancho de los hombros.,"Sujete el mango del cable con un agarre por encima de la mano, con las palmas hacia abajo.",Mantenga los brazos rectos y los codos cerca de los costados.,"Lentamente, doble las muñecas hacia arriba, llevando el mango del cable hacia su cuerpo.","Haga una pausa por un momento en la parte superior, luego baje lentamente el mango del cable hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,
lower legs,cable,Principiante,1375,elevación de pantorrillas con polea,calves,hamstrings,glutes,Párese frente a una máquina de cable con los pies separados al ancho de los hombros.,Sujete las manijas de la máquina de cable o coloque una correa de cable en sus tobillos.,Levanta los talones del suelo extendiendo los tobillos lo más alto posible.,"Haz una pausa por un momento en la parte superior, luego baja lentamente los talones hasta la posición inicial.",Repita el número de repeticiones deseado.,,,,,,,,,,
shoulders,cable,Principiante,0225,Cable de pie cruzado alto inverso fly,delts,trapezius,rhomboids,Coloque un mango en forma de D a cada lado de una máquina de cable a la altura de los hombros.,Párese en el medio de la máquina de cable con los pies separados al ancho de los hombros.,"Sujete las manijas con un agarre superior y extienda los brazos hacia los lados, con las palmas hacia adelante.",Mantenga los codos ligeramente flexionados y la espalda recta durante todo el ejercicio.,Contraiga los músculos de los hombros y apriete los omóplatos mientras tira de las manijas hacia el frente de su cuerpo.,Haga una pausa por un momento en el punto máximo del movimiento y luego regrese lentamente a la posición inicial.,rear deltoids,Repita el número de repeticiones deseado.,,,,,,,
waist,cable,Principiante,0226,crujido al estar de pie con cable,abs,obliques,,Conecte un mango de cable a una polea alta y párese de espaldas a la máquina.,"Sujete el mango con ambas manos y colóquelo detrás de la cabeza, manteniendo los codos doblados.",Párese con los pies separados al ancho de los hombros y las rodillas ligeramente dobladas.,"Manteniendo los abdominales contraídos, exhala y lleva el torso hacia las rodillas, llevando los codos hacia los muslos.",Haga una pausa por un momento en la parte inferior del movimiento y luego regrese lentamente a la posición inicial.,Repita el número de repeticiones deseado.,,,,,,,,,
waist,cable,Principiante,0874,abdominales de pie con cable (con sujeción de cuerda),abs,obliques,,Conecte una cuerda a una máquina de cable a la altura del pecho.,Párese de espaldas a la máquina con los pies separados al ancho de los hombros.,"Sujete la cuerda con ambas manos y llévela detrás de la cabeza, manteniendo los codos doblados.","Contrae los abdominales y lleva lentamente el torso hacia delante, llevando los codos hacia las rodillas.",Haz una pausa por un momento en la parte superior del abdominal y luego regresa lentamente a la posición inicial.,Repita el número de repeticiones deseado.,,,,,,,,,
chest,cable,Principiante,0227,mosca de pie de cable,pectorals,deltoids,triceps,Fije las asas a los cables a la altura del pecho.,"Párese con los pies separados al ancho de los hombros, de espaldas a la máquina de cable.","Sujete las manijas con un agarre superior, con las palmas hacia adelante.",Da un paso adelante ligeramente para crear tensión en los cables.,Mantenga el centro del cuerpo contraído y la espalda recta durante todo el ejercicio.,"Con una ligera flexión en los codos, lleve lentamente los brazos hacia adelante y júntelos frente al pecho.",,Aprieta los músculos del pecho en el punto máximo del movimiento.,"Invierta lentamente el movimiento, volviendo los brazos a la posición inicial.",,Repita el número de repeticiones deseado.,,,,
upper legs,cable,Principiante,0228,extensión de cadera con cable,glutes,hamstrings,quadriceps,Conecte un cable a una polea baja y párese de espaldas a la máquina.,Coloque el cable alrededor de su tobillo y párese con los pies separados al ancho de los hombros.,Mantenga el centro del cuerpo contraído y la espalda recta durante todo el ejercicio.,"Extiende lentamente la pierna hacia atrás, apretando los glúteos en la parte superior del movimiento.",Haga una pausa por un momento y luego regrese a la posición inicial.,Repita el número de repeticiones deseado.,,Cambia de lado y repite con la otra pierna.,,,,,,,
upper arms,cable,Principiante,0229,rizo interno de pie con cable,biceps,forearms,,Párese frente a una máquina de cable con los pies separados al ancho de los hombros.,Sujete el mango del cable con un agarre supino y las palmas hacia arriba.,Mantenga los codos cerca de los costados y la parte superior de los brazos quieta.,"Exhala y gira el mango del cable hacia los hombros, contrayendo los bíceps.","Haz una pausa por un momento en la parte superior del movimiento, apretando los bíceps.",Inhale y baje lentamente el mango del cable hasta la posición inicial.,,Repita el número de repeticiones deseado.,,,,,,,
waist,cable,Principiante,0230,ascensor de cable,abs,obliques,lower back,Párese frente a la máquina de cable con los pies separados al ancho de los hombros.,Sujete el mango del cable con ambas manos y colóquelo a la altura de la cintura.,Contraiga el centro del cuerpo y mantenga la espalda recta durante todo el ejercicio.,"Manteniendo los brazos rectos, exhale y levante el mango del cable hacia el hombro opuesto, girando el torso.","Haga una pausa por un momento en la parte superior, luego inhale y baje lentamente el mango del cable hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de lado.,,,,,,,,,
upper arms,cable,Principiante,0231,Extensión de tríceps con un brazo de pie con cable,triceps,shoulders,,"Párese con los pies separados al ancho de los hombros, frente a la máquina de cable.","Sujete el mango del cable con la mano derecha, con la palma hacia abajo, y coloque el brazo de manera que quede completamente extendido y paralelo al suelo.",Mantenga el codo estacionario y cerca del cuerpo.,"Doble lentamente el codo, bajando el mango del cable hacia la parte posterior de la cabeza.","Haz una pausa por un momento en la parte inferior del movimiento, luego extiende el brazo hacia atrás hasta la posición inicial.","Repita el ejercicio la cantidad de repeticiones deseada, luego cambie de lado y realice el ejercicio con el brazo izquierdo.",,,,,,,,,
lower legs,cable,Principiante,1376,Elevación de pantorrillas con una pierna de pie con polea,calves,ankles,feet,Párese frente a una máquina de cable con los pies separados al ancho de los hombros.,Sujete la máquina de cable para apoyarse.,Levante una pierna del suelo y mantenga el equilibrio sobre la otra pierna.,"Levante lentamente el talón del suelo, levantando el cuerpo hasta quedar sobre las puntas de los pies.","Haz una pausa por un momento en la parte superior, luego baja lentamente el talón hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de pierna.,,,,,,,,,
upper arms,cable,Principiante,0232,polea bajada con cable (con cuerda),biceps,forearms,shoulders,Conecte una cuerda a la máquina de cable en la configuración más alta.,Párese frente a la máquina con los pies separados al ancho de los hombros.,"Sujete la cuerda con un agarre superior, con las palmas hacia abajo.",Mantenga la espalda recta y el centro del cuerpo contraído durante todo el ejercicio.,"Tire la cuerda hacia los muslos, apretando los bíceps.",Haz una pausa por un momento en la parte inferior y luego suelta lentamente la cuerda hacia arriba.,,Repita el número de repeticiones deseado.,,,,,,,
shoulders,cable,Principiante,0233,Remo para deltoides posteriores con cable (con cuerda),delts,trapezius,rhomboids,Párese frente a una máquina de cable con los pies separados al ancho de los hombros.,"Sujete el cable con ambas manos, con las palmas una frente a la otra, y dé un paso atrás para crear tensión en el cable.",Mantenga la espalda recta y el centro del cuerpo contraído.,"Tire del cable hacia su cuerpo, apretando los omóplatos.","Haga una pausa por un momento en el punto máximo del movimiento, luego suelte lentamente el cable hasta la posición inicial.",Repita el número de repeticiones deseado.,biceps,,,,,,,,
upper arms,cable,Principiante,1727,Extensión de tríceps por encima de la cabeza con un brazo y agarre invertido de pie con cable,triceps,shoulders,,Párese de espaldas a la máquina de cable con los pies separados al ancho de los hombros.,"Sujete el mango del cable con un agarre por debajo de la mano y extienda el brazo por encima de la cabeza, manteniendo el codo cerca de la cabeza.",Mantenga el brazo superior estacionario y baje lentamente el mango del cable detrás de la cabeza doblando el codo.,"Haz una pausa por un momento en la parte inferior, luego extiende el brazo hacia atrás hasta la posición inicial.",Repita el ejercicio la cantidad de repeticiones deseada y luego cambie de brazo.,,,,,,,,,,
